,Subject_num,Subject_origin,Subject_residence,Mu,Regime,Average_degree,Betweenness,Closeness,Load centrality,Assortativity,Clustering,Number_components,Size_largest_component,Closeness_residence,Number_residence,Closeness_origin,Number_origin,SEX,AGE,BORN,DAD,MOM,MARR,CHILD,CBORN,CMOM,EMP,EDUC,FMIG,TVIS,VEU,SPAN,NLAN,SASS,HASS,HMUS,SMUS,HTV,STV,SMOV,HMOV,NREA,RSPA,WNAT,WSPA,TSPA,TNAT,CHOM,CSPA,FID,MID,FGRO,FSPA,HCOO,NSPA,FHOM,IANG,IHYP,ISPA,SMON,WREC,BNEW,HEA,SMOK,TALL,KILO,VDOC,DEP1,DEP2,DEP3,DEP4,DEP5,DEP6,DEP7,HEAL,RACE,PAP,DEP,REAS,RACM,SGOO,RELG,ASEX01N,ASEX01P,ASEX02N,ASEX02P,ASEXN8N,ASEXN8P,ASEXN9N,ASEXN9P,ARAC01N,ARAC01P,ARAC02N,ARAC02P,ARAC03N,ARAC03P,ARAC04N,ARAC04P,AOL201N,AOL201P,AOL202N,AOL202P,AOL203N,AOL203P,AOL204N,AOL204P,AOL205N,AOL205P,AOL206N,AOL206P,AOL207N,AOL207P,AOL208N,AOL208P,AOL209N,AOL209P,AOL210N,AOL210P,AOL2N8N,AOL2N8P,AOL2N9N,AOL2N9P,ATIM_MN,ATIM_SD,CLOS01N,CLOS01P,CLOS02N,CLOS02P,CLOS03N,CLOS03P,CLOS04N,CLOS04P,CLOS05N,CLOS05P,AFRM01N,AFRM01P,AFRM02N,AFRM02P,AFRM03N,AFRM03P,AFRM04N,AFRM04P,AFRM05N,AFRM05P,AFRM06N,AFRM06P,AFRM07N,AFRM07P,AFRM08N,AFRM08P,AFRM09N,AFRM09P,AFRM10N,AFRM10P,AFRM11N,AFRM11P,AFRMN8N,AFRMN8P,AFRMN9N,AFRMN9P,AFRQ01N,AFRQ01P,AFRQ02N,AFRQ02P,AFRQ03N,AFRQ03P,AFRQ04N,AFRQ04P,AFRQ05N,AFRQ05P,AFRQ06N,AFRQ06P,AFRQ07N,AFRQ07P,AREL01N,AREL01P,AREL02N,AREL02P,AREL03N,AREL03P,AREL04N,AREL04P,AREL05N,AREL05P,AREL06N,AREL06P,AREL07N,AREL07P,AREL08N,AREL08P,AREL09N,AREL09P,AREL10N,AREL10P,AREL11N,AREL11P,AREL12N,AREL12P,AREL13N,AREL13P,ALIV01N,ALIV01P,ALIV02N,ALIV02P,ALIV03N,ALIV03P,ALIV04N,ALIV04P,ALIV05N,ALIV05P,ALIV06N,ALIV06P,ALIV07N,ALIV07P,ACITN8N,ACITN8P,ACITN9N,ACITN9P,APRO01N,APRO01P,APRO02N,APRO02P,ASMO01N,ASMO01P,ASMO02N,ASMO02P,TIEDCA,TIEDCM,TIECCA,TIECCM,TIEBCA,TIEBCM,TIEISO,TIEDYD,TIECMP,TIEDEN,TIEDC,TIECC,TIEBC,TIECND,TIECCZ,DSET,COUNTRY,SCALEV,SCALEA,NEI1,NEI2,NEI3,NEI4,NEI5,NEI6,NEI7,NEI8,NEI9,NE10,NE11,NE12,APRON8N,APRON8P,APRON9N,APRON9P,ASMO03N,ASMO03P,ASMO04N,ASMO04P,SPOUS,CYEAR,LVIS,LANG,HMON,GSPE,EXER,NDOC,OMED,WOR1,WOR2,WOR3,CHNG,TRAN,TRN2,ACON01N,ACON01P,ACON02N,ACON02P,ACON03N,ACON03P,ACON04N,ACON04P,ACON05N,ACON05P,ACONN8N,ACONN8P,ACONN9N,ACONN9P,AHLP01N,AHLP01P,AHLP02N,AHLP02P,AHLPN8N,AHLPN8P,AHLPN9N,AHLPN9P,CLOSN8N,CLOSN8P,CLOSN9N,CLOSN9P,AFRQN8N,AFRQN8P,AFRQN9N,AFRQN9P,ARELN8N,ARELN8P,ARELN9N,ARELN9P,NBORN,NMOM,NDAD,SPA2,ACOUNTRY,ICOM,IETH,ICUB,AFRM12N,AFRM12P,ALIV08N,ALIV08P,ALIV09N,ALIV09P,ALIV11N,ALIV11P,ALIV12N,ALIV12P,APRO00N,APRO00P,ASMO00N,ASMO00P,CANY,SPENJ,IGRP,AFRM13N,AFRM13P,ALIV10N,ALIV10P,ALIV13N,ALIV13P,TIEQ,SPANISH,HEAL2,SCLAEA,GROUP,SMOKE,DEPRESS,YDOC,FIRSTGEN,STRONG,SEEWEEK,FAMILY,ABOVE50,DOMINICA,WHITE,NEVMAR,EMPLOY,EDUCATIO,ASMOKE,MOS,AOS,ACCULTUR,ALEVEL,FMIG2
4815,91,do,usa,0.022226979248414,Unclear,43.9555555555556,0.010076260227185,0.999012345679012,0.007449575796482,-0.045454545449742,0.534382574924286,1,1,3.64705882352941,17,2.63636363636364,22,2,24,2,2,2,1,0,0,3,1,4,1.64051357977013E-303,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,1,3,2,1,2,4,55,150,1.64051357977013E-303,1,1,1,1,1,1,1,,3,1,2,2,2,7,2,16,0.35556,29,0.64444,,,,,21,0.46667,12,0.26667,12,0.26667,0,0,0,0,3,0.06667,18,0.4,14,0.31111,5,0.11111,4,0.08889,0,0,0,0,1,0.02222,0,0,,,,,,,10,0.22222,5,0.11111,19,0.42222,9,0.2,2,0.04444,0,0,17,0.37778,0,0,0,0,0,0,22,0.48889,2,0.04444,0,0,1,0.02222,1,0.02222,1,0.02222,,,,,23,0.51111,8,0.17778,4,0.08889,4,0.08889,1,0.02222,1,0.02222,4,0.08889,2,0.04444,14,0.31111,6,0.13333,14,0.31111,2,0.04444,2,0.04444,4,0.08889,0,0,0,0,0,0,0,0,0,0,1,0.02222,0,0,40,0.88889,0,0,0,0,0,0,5,0.11111,0,0,,,,,16,0.35556,29,0.64444,22,0.48889,14,0.31111,31.21212,91,58.68,91.67,1.68,28.93,0,0,1,0.31212,71.98731,68.2618,27.87062,12,0.59,rc2de,,,,,2,5,4,,,,,,,,,,,,,,,,,9,0.2,0,0,-99,0,1.64051357977013E-303,,5,1.6405135797701E-303,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,40,0.88889,3,0.06667,1,0.02222,1,0.02222,0,0,,,,,19,0.42222,26,0.57778,,,,,,,,,,,,,,,,,6,6,6,,us,,,,,,,0,0,0,0,0,0,0,0
4860,92,do,usa,0.566096359907531,Standard,43.9555555555556,0.001972518559809,0.999012345679012,0.001221517500587,-0.045454545449742,0.363200545609626,1,1,3.33333333333333,9,4.10714285714286,28,2,19,2,2,2,1,0,0,4,3,4,1.64051357977013E-303,0,0,5,3,2,5,5,5,3,5,5,1,1,5,1,5,5,1,1,5,5,5,5,1,5,2,3,1,5,3,1,-99,-99,2,1,55,112,1.64051357976955E-303,1,1,1,2,1,1,3,,1,1,-99,4,1,2,2,19,0.42222,26,0.57778,,,,,31,0.68889,1,0.02222,13,0.28889,0,0,1,0.02222,14,0.31111,23,0.51111,4,0.08889,2,0.04444,1,0.02222,0,0,0,0,0,0,0,0,,,,,,,28,0.62222,3,0.06667,8,0.17778,3,0.06667,3,0.06667,0,0,9,0.2,0,0,0,0,0,0,28,0.62222,0,0,0,0,0,0,5,0.11111,3,0.06667,,,,,6,0.13333,6,0.13333,6,0.13333,4,0.08889,4,0.08889,1,0.02222,18,0.4,8,0.17778,2,0.04444,1,0.02222,3,0.06667,1,0.02222,0,0,3,0.06667,0,0,0,0,11,0.24444,6,0.13333,3,0.06667,7,0.15556,1,0.02222,43,0.95556,0,0,0,0,0,0,1,0.02222,0,0,,,,,10,0.22222,35,0.77778,38,0.84444,4,0.08889,5.15152,25,314.37,2700,0.79,8.96,17,2,2,0.05152,93.16239,5109.81445,7.98294,1,0.92,rc1de,,,,,2,2,0,,,,,,,,,,,,,,,,,3,0.06667,0,0,-99,0,1.64051357977013E-303,,-99,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,30,0.66667,10,0.22222,0,0,0,0,5,0.11111,,,,,13,0.28889,32,0.71111,,,,,,,,,,,,,,,,,6,6,6,,us,,,,,,,0,0,0,0,0,0,0,0
4905,93,do,usa,0.011111705584205,Unclear,43.9555555555556,0.000783093173124,0.999012345679012,0.000211416490486,-0.045454545449742,0.340031525285715,1,1,3.23809523809524,21,2.73684210526316,19,2,21,2,2,2,1,0,0,4,3,4,1.64051357977013E-303,0,1,5,5,5,4,5,4,2,4,5,3,5,4,4,4,5,5,3,4,5,5,4,2,5,4,5,1,5,1,1,-99,-99,1,1,67,132,1.64051357977013E-303,1,1,1,1,1,1,1,,1,1,-99,4,2,2,2,26,0.57778,19,0.42222,,,,,19,0.42222,14,0.31111,11,0.24444,1,0.02222,0,0,5,0.11111,36,0.8,0,0,1,0.02222,2,0.04444,1,0.02222,0,0,0,0,0,0,,,,,,,0,0,23,0.51111,16,0.35556,3,0.06667,3,0.06667,0,0,21,0.46667,0,0,0,0,0,0,19,0.42222,0,0,0,0,0,0,0,0,4,0.08889,,,,,5,0.11111,22,0.48889,7,0.15556,3,0.06667,8,0.17778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.84444,0,0,7,0.15556,0,0,44,0.97778,0,0,0,0,0,0,0,0,0,0,,,,,11,0.24444,34,0.75556,43,0.95556,1,0.02222,0.80808,9,9.48,100,0,0.11,40,0,1,0.00808,33.33333,42.77777,0.07928,4,1,rdde,,,,,,2,1,0,,,,,,,,,,,,,,,,,1,0.02222,0,0,-99,0,1.64051357977013E-303,,-99,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,19,0.42222,21,0.46667,0,0,0,0,5,0.11111,,,,,33,0.73333,12,0.26667,,,,,,,,,,,,,,,,,6,6,6,,us,,,,,,,1,0.02222,0,0,0,0,0
4950,94,do,usa,-0.275319948987747,Inverted,43.9555555555556,0.002767572644183,0.999012345679012,0.002630960770496,-0.045454545449742,0.386876438205413,1,1,2.33333333333333,9,2.56,25,2,21,2,2,2,1,0,0,7,3,4,1.64051357977013E-303,0,0,5,3,2,5,5,5,2,5,5,4,3,5,3,5,5,4,2,5,5,5,4,4,5,4,4,1,5,3,1,-99,-99,2,3,66,1.64051357976958E-303,1.64051357977013E-303,1,1,1,2,1,1,1,,3,1,-99,1,1,1,5,21,0.46667,24,0.53333,,,,,9,0.2,13,0.28889,23,0.51111,0,0,0,0,4,0.08889,23,0.51111,12,0.26667,5,0.11111,0,0,1,0.02222,0,0,0,0,0,0,,,,,,,1,0.02222,3,0.06667,19,0.42222,17,0.37778,5,0.11111,0,0,9,0.2,0,0,0,0,0,0,25,0.55556,0,0,1,0.02222,0,0,3,0.06667,3,0.06667,,,,,5,0.11111,2,0.04444,3,0.06667,6,0.13333,10,0.22222,16,0.35556,3,0.06667,0,0,10,0.22222,3,0.06667,1,0.02222,0,0,0,0,1,0.02222,0,0,0,0,12,0.26667,13,0.28889,0,0,5,0.11111,0,0,42,0.93333,0,0,0,0,0,0,3,0.06667,0,0,,,,,28,0.62222,17,0.37778,28,0.62222,1,0.02222,11.21212,34,587.08,3200,0.11,1.75,12,2,4,0.11212,84.07258,5171.17767,1.72071,7,0.91,rc2de,,,,,2,2,3,,,,,,,,,,,,,,,,,10,0.22222,6,0.13333,-99,0,1.64051357977013E-303,,-99,0,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,17,0.37778,27,0.6,0,0,1,0.02222,0,0,,,,,28,0.62222,17,0.37778,,,,,,,,,,,,,,,,,6,6,6,,us,,,,,,,3,0.06667,0,0,0,0,0,0
4995,95,do,usa,-0.066795464798237,Unclear,43.9555555555556,0.000836296544618,0.999012345679012,0.000469814423303,-0.045454545449742,0.342512854160535,1,1,2.95833333333333,24,2.88888888888889,9,1,35,2,2,2,1,1,1,2,2,4,1.64051357977012E-303,0,1,5,2,5,5,3,3,2,5,5,3,3,3,1,3,5,1,2,5,5,5,3,3,4,3,4,1,4,5,1,-99,-99,1,2,1.64051357976965E-303,1.64051357976953E-303,1.64051357977013E-303,1,2,1,1,2,2,1,,4,2,-99,4,2,0,2,32,0.71111,13,0.28889,,,,,19,0.42222,17,0.37778,8,0.17778,1,0.02222,0,0,0,0,3,0.06667,10,0.22222,17,0.37778,7,0.15556,5,0.11111,0,0,0,0,0,0,,,,,,,4,0.08889,10,0.22222,18,0.4,10,0.22222,3,0.06667,10,0.22222,24,0.53333,0,0,1,0.02222,0,0,9,0.2,0,0,0,0,0,0,1,0.02222,0,0,,,,,1,0.02222,11,0.24444,4,0.08889,6,0.13333,13,0.28889,4,0.08889,5,0.11111,7,0.15556,7,0.15556,3,0.06667,4,0.08889,8,0.17778,3,0.06667,7,0.15556,1,0.02222,2,0.04444,1,0.02222,2,0.04444,0,0,0,0,1,0.02222,43,0.95556,0,0,0,0,0,0,1,0.02222,0,0,,,,,16,0.35556,29,0.64444,15,0.33333,26,0.57778,1.91919,7,460.72,2400,0.06,0.69,20,2,5,0.01919,101.8116,3822.43996,0.66288,0,0.96,rc2de,,,,,2,1,3,,,,,,,,,,,,,,,,,2,0.04444,2,0.04444,-99,1.64051357977013E-303,1.64051357977012E-303,,-99,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,0.06667,16,0.35556,0,0,1,0.02222,25,0.55556,,,,,13,0.28889,32,0.71111,,,,,,,,,,,,,,,,,6,6,6,,us,,,,,,,0,0,0,0,0,0,0,0
5040,96,do,usa,-0.237778812145268,Unclear,43.9555555555556,0.005239392212054,0.999012345679012,0.002677942212826,-0.045454545449742,0.42192193600937,1,1,3.1,10,3.31818181818182,22,2,24,1,2,2,3,0,0,3,3,4,1.64051357977013E-303,0,0,5,5,4,3,5,4,2,5,5,1,5,5,4,4,2,5,3,5,5,5,5,2,5,2,2,1,5,4,1,-99,-99,2,3,1.64051357976965E-303,1.64051357976953E-303,1.64051357977013E-303,2,2,4,3,2,2,2,,3,1,-99,4,3,3,5,24,0.53333,21,0.46667,,,,,20,0.44444,9,0.2,16,0.35556,0,0,0,0,5,0.11111,20,0.44444,9,0.2,4,0.08889,1,0.02222,5,0.11111,0,0,0,0,0,0,,,,,,,17,0.37778,6,0.13333,15,0.33333,3,0.06667,3,0.06667,1,0.02222,10,0.22222,0,0,0,0,0,0,22,0.48889,0,0,0,0,0,0,9,0.2,0,0,,,,,3,0.06667,3,0.06667,4,0.08889,3,0.06667,4,0.08889,9,0.2,19,0.42222,3,0.06667,9,0.2,4,0.08889,2,0.04444,2,0.04444,0,0,6,0.13333,0,0,0,0,1,0.02222,6,0.13333,2,0.04444,10,0.22222,1,0.02222,39,0.86667,0,0,0,0,0,0,5,0.11111,0,0,,,,,11,0.24444,34,0.75556,16,0.35556,16,0.35556,11.51515,59,42.2,72.73,2.34,33.01,4,0,1,0.11515,90.51282,64.73623,31.47315,5,0.89,rc1de,,,,,2,5,5,,,,,,,,,,,,,,,,,4,0.08889,9,0.2,3,0,1.64051357977013E-303,,-99,0,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,19,0.42222,19,0.42222,3,0.06667,2,0.04444,2,0.04444,,,,,9,0.2,36,0.8,,,,,,,,,,,,,,,,,2,6,6,,us,,,,,,,2,0.04444,0,0,0,0,0,0
5085,98,do,usa,0.363786432204536,Standard,43.9555555555556,0.010469658575046,0.999012345679012,0.008512900276244,-0.045454545449742,0.557288243590507,1,1,3.84210526315789,19,3.86666666666667,15,2,21,2,2,2,1,2,2,3,3,1,1.64051357977013E-303,0,0,5,2,5,2,4,4,3,5,5,1,1,5,1,4,5,1,2,5,5,5,4,1,5,1,2,1,5,5,1,-99,-99,1,1,5,1.64051357976953E-303,1.64051357977013E-303,1,1,1,1,1,1,1,,3,1,-99,4,2,1,2,15,0.33333,30,0.66667,,,,,19,0.42222,7,0.15556,19,0.42222,0,0,0,0,3,0.06667,30,0.66667,4,0.08889,3,0.06667,4,0.08889,1,0.02222,0,0,0,0,0,0,,,,,,,23,0.51111,4,0.08889,15,0.33333,1,0.02222,2,0.04444,0,0,19,0.42222,0,0,0,0,0,0,15,0.33333,0,0,0,0,0,0,11,0.24444,0,0,,,,,5,0.11111,1,0.02222,18,0.4,2,0.04444,13,0.28889,0,0,2,0.04444,7,0.15556,12,0.26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.2,12,0.26667,0,0,5,0.11111,0,0,40,0.88889,0,0,0,0,0,0,0,0,0,0,,,,,4,0.08889,41,0.91111,32,0.71111,0,0,36.46465,66,60.99,74.58,1.52,5.31,0,0,1,0.36465,66.49048,28.10555,3.87405,12,0.49,rc2de,,,,,2,4,4,,,,,,,,,,,,,,,,,1,0.02222,12,0.26667,-99,1.64051357977013E-303,1.64051357977013E-303,,-99,0,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,18,0.4,27,0.6,0,0,0,0,0,0,,,,,7,0.15556,38,0.84444,,,,,,,,,,,,,,,,,6,6,6,,us,,,,,,,0,0,0,0,0,0,3,0
5130,99,do,sp,-0.43131526591927,Inverted,26.1777777777778,0.009466760629551,0.727966676713974,0.009466760629551,-0.07567284207323,0.694742757488503,1,1,2.28571428571429,7,2.18421052631579,38,1,41,5,5,5,1,1,1,6,1,4,2000,1,0,3,5,4,5,5,3,5,4,3,5,5,2,5,1,2,5,5,5,5,5,5,3,5,4,5,1,5,1,3,2,2,2,1,65,91,2005,1,1,1,1,1,1,2,0,3,1,1,2,1,9,2,29,0.64444,16,0.35556,0,0,0,0,17,0.37778,10,0.22222,18,0.4,0,0,0,0,2,0.04444,7,0.15556,16,0.35556,10,0.22222,8,0.17778,2,0.04444,0,0,0,0,0,0,0,0,0,0,10.2889,13.2608,0,0,6,0.13333,8,0.17778,14,0.31111,17,0.37778,7,0.15556,0,0,0,0,0,0,0,0,38,0.84444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.31111,13,0.28889,9,0.2,7,0.15556,2,0.04444,0,0,0,0,1,0.02222,7,0.15556,7,0.15556,5,0.11111,2,0.04444,0,0,8,0.17778,0,0,15,0.33333,0,0,0,0,0,0,0,0,42,0.93333,0,0,0,0,0,0,2,0.04444,0,0,1,0.02222,0,0,0,0,14,0.31111,31,0.68889,4,0.08889,41,0.91111,33.63636,73,57.49,78.57,1.83,14.71,0,0,1,0.33636,69.45032,43.61274,13.1771,15,0.69,l1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,,spain,,,,,,,,,,,,0
5175,100,do,sp,-0.299993899014367,Inverted,9.45454545454546,0.022827947246552,0.462268920682994,0.022827947246552,-0.275280024690044,0.444712218367028,2,0.954545454545455,2.125,8,2.35714285714286,28,1,18,5,5,5,3,0,,2,3,2,99,0,0,3,5,5,5,5,5,5,5,5,5,3,4,3,2,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,8,2,1,1,176,85,2005,1,2,1,1,1,1,1,0,2,-99,2,5,1,3,5,28,0.62222,17,0.37778,0,0,0,0,13,0.28889,31,0.68889,0,0,1,0.02222,1,0.02222,19,0.42222,9,0.2,12,0.26667,3,0.06667,0,0,1,0.02222,0,0,0,0,0,0,0,0,0,0,7.8,6.5204,1,0.02222,11,0.24444,13,0.28889,7,0.15556,13,0.28889,8,0.17778,0,0,0,0,0,0,2,0.04444,28,0.62222,0,0,0,0,0,0,0,0,7,0.15556,0,0,0,0,20,0.44444,13,0.28889,6,0.13333,1,0.02222,1,0.02222,4,0.08889,0,0,1,0.02222,12,0.26667,1,0.02222,0,0,1,0.02222,0,0,2,0.04444,0,0,0,0,0,0,3,0.06667,13,0.28889,12,0.26667,39,0.86667,0,0,0,0,1,0.02222,5,0.11111,0,0,0,0,0,0,0,0,6,0.13333,39,0.86667,14,0.31111,31,0.68889,20,57,239.69,4300,2.22,19.85,1,1,1,0.2,82.83499,8399.64981,17.99239,11,0.84,l3bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,,spain,,,,,,,,,,,,,1921
5220,101,do,sp,-0.089194935969405,Unclear,9.27272727272727,0.039590254706534,0.398124836529699,0.039590254706534,0.407499569619858,0.482076493472514,1,1,0,0,2.82222222222222,45,2,18,5,5,5,3,0,,2,3,2,4,0,0,1,4,1,1,4,3,4,3,4,4,4,2,4,1,1,4,4,4,4,4,4,1,4,1,4,4,4,4,2,2,1,2,1,165,50,4,1,1,1,1,3,1,1,1,2,-99,1,2,1,3,2,15,0.33333,30,0.66667,0,0,0,0,1,0.02222,40,0.88889,0,0,4,0.08889,2,0.04444,17,0.37778,12,0.26667,5,0.11111,5,0.11111,4,0.08889,0,0,0,0,0,0,0,0,0,0,0,0,16.4889,8.0073,0,0,19,0.42222,25,0.55556,0,0,1,0.02222,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04444,3,0.06667,6,0.13333,0,0,0,0,7,0.15556,27,0.6,1,0.02222,19,0.42222,2,0.04444,0,0,0,0,0,0,1,0.02222,0,0,0,0,0,0,10,0.22222,5,0.11111,7,0.15556,9,0.2,0,0,0,0,0,0,36,0.8,0,0,0,0,45,1,0,0,14,0.31111,31,0.68889,0,0,45,1,3.73737,20,60.55,375,0.07,1.29,29,0,2,0.03737,79.04762,609.41248,1.17735,0,0.93,l1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,,spain,,,,,,,,,,,,2016
5265,102,do,sp,-0.263138584361388,Inverted,19.0222222222222,0.0117923420249,0.601367253622502,0.0117923420249,0.015083319468127,0.472186946658406,2,0.955555555555556,2.5,4,2.46153846153846,39,2,51,5,5,5,2,3,0,9,2,2,1986,2,1,2,4,5,5,5,3,1,4,2,5,5,2,4,1,2,4,5,5,4,4,5,1,4,3,5,3,5,3,3,3,1,3,1,175,85,1989,1,1,1,1,1,1,1,0,3,1,2,1,1,16,2,9,0.2,36,0.8,0,0,0,0,11,0.24444,14,0.31111,20,0.44444,0,0,0,0,0,0,2,0.04444,8,0.17778,22,0.48889,6,0.13333,7,0.15556,0,0,0,0,0,0,0,0,0,0,29.4,11.9451,0,0,5,0.11111,4,0.08889,24,0.53333,12,0.26667,4,0.08889,0,0,0,0,0,0,0,0,39,0.86667,0,0,0,0,0,0,0,0,2,0.04444,0,0,0,0,0,0,7,0.15556,19,0.42222,2,0.04444,7,0.15556,7,0.15556,3,0.06667,2,0.04444,6,0.13333,10,0.22222,2,0.04444,1,0.02222,0,0,18,0.4,0,0,3,0.06667,3,0.06667,0,0,0,0,0,0,29,0.64444,1,0.02222,0,0,0,0,13,0.28889,0,0,2,0.04444,0,0,0,0,36,0.8,9,0.2,3,0.06667,42,0.93333,10.40404,32,34.68,54.93,3.07,26.59,5,0,1,0.10404,91.36302,40.68996,23.81185,5,0.87,l1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,,spain,,,,,,,,,,,,0
5310,103,do,sp,-0.312498479575846,Inverted,18.9777777777778,0.020014094432699,0.551113692290946,0.020014094432699,0.052551393296165,0.72569495631062,1,1,2.42857142857143,28,2.35294117647059,17,1,18,5,5,5,1,0,,2,3,2,1994,2,0,4,4,5,4,3,5,4,5,3,3,5,5,4,3,3,4,5,5,5,5,2,5,5,5,3,3,3,2,2,5,2,2,1,180,73,2005,1,1,2,1,1,1,1,0,3,-99,2,5,2,4,2,25,0.55556,20,0.44444,0,0,0,0,25,0.55556,0,0,20,0.44444,0,0,1,0.02222,25,0.55556,6,0.13333,4,0.08889,8,0.17778,0,0,1,0.02222,0,0,0,0,0,0,0,0,0,0,10.6889,6.5788,0,0,8,0.17778,21,0.46667,9,0.2,7,0.15556,28,0.62222,0,0,0,0,0,0,0,0,17,0.37778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.26667,13,0.28889,8,0.17778,10,0.22222,1,0.02222,1,0.02222,0,0,0,0,19,0.42222,2,0.04444,0,0,0,0,0,0,2,0.04444,0,0,0,0,1,0.02222,14,0.31111,5,0.11111,2,0.04444,36,0.8,0,0,0,0,0,0,6,0.13333,0,0,3,0.06667,0,0,0,0,30,0.66667,15,0.33333,10,0.22222,35,0.77778,24.64646,50,45.71,62.86,2.84,26.15,0,0,1,0.24646,78.85835,35.47504,23.84482,7,0.6,l1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,,spain,,,,,,,,,,,,0
5355,104,do,sp,0.168712949128146,Unclear,11.0666666666667,0.022269203664553,0.542442752171341,0.022269203664553,-0.29689301766846,0.565768950853024,1,1,3.6,5,3.22857142857143,35,2,28,5,5,5,1,4,1,3,2,7,1990,2,0,3,5,5,5,4,3,3,3,2,4,5,3,5,3,3,5,5,5,5,5,4,1,5,3,5,1,5,1,2,4,1,1,1,160,56,2005,1,1,1,1,1,1,1,0,3,1,2,5,1,4,2,28,0.62222,17,0.37778,0,0,0,0,12,0.26667,2,0.04444,30,0.66667,1,0.02222,0,0,2,0.04444,24,0.53333,15,0.33333,4,0.08889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,8.6733,6,0.13333,17,0.37778,6,0.13333,12,0.26667,4,0.08889,5,0.11111,0,0,3,0.06667,0,0,0,0,35,0.77778,0,0,0,0,0,0,0,0,2,0.04444,0,0,0,0,7,0.15556,8,0.17778,15,0.33333,2,0.04444,12,0.26667,0,0,1,0.02222,0,0,15,0.33333,0,0,2,0.04444,0,0,1,0.02222,4,0.08889,0,0,4,0.08889,4,0.08889,1,0.02222,1,0.02222,12,0.26667,40,0.88889,0,0,0,0,0,0,5,0.11111,0,0,0,0,4,0.08889,1,0.02222,17,0.37778,28,0.62222,8,0.17778,37,0.82222,17.07071,77,48.74,86.96,1.78,30.88,4,0,1,0.17071,83.46154,75.07015,29.65991,6,0.89,l1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,,spain,,,,,,,,,,,,0
